食品番号,理由,スコア
11064,輸入牛のかたロースも良質なタンパク源で犬の素材として適切,9
06108,奈良漬は塩分や酒粕の風味が強い加工品で使用に注意が必要,4
06025,グリンピースは安全な野菜で犬のレシピ素材として適する,8
11298,鶏ささみ（ソテー）は低脂肪で良質なたんぱく源、加熱済みで非常に適切,10
17079,パプリカ粉は香辛料で刺激が出ることがあるため使用量に注意,6
07123,ぶどう由来は腎障害を引き起こす可能性があり犬には禁忌,1
07131,果肉は犬に問題なく使用できる果物。果皮・芯は廃棄表記があり果肉利用に適する。,7
06255,葉野菜の塩漬品で栄養源として利用可能。ただし塩分含有に注意が必要。,7
10153,焼き鮭（キングサーモン）は良質なタンパク源で犬のレシピ素材として適切。,9
18025,調味済みの惣菜（ごま和え）は調味料や添加物が含まれるため素材としてはやや不向き。,4
01191,即席カップめんは加工度が高く調味料・添加物・油分が多いため素材として不適。,3
06032,オクラの果実は犬に与えて問題ない野菜でレシピ素材として適する。,8
10155,水煮の真鯖は調理済みの良質な魚でタンパク源として適切。,9
06340,無塩のトマトジュースはトマト果汁由来で通常安全。酸味等への配慮は必要。,7
17047,麦みそは発酵調味料で風味付けには使えるが、単体の主素材としては加工度が高い。,5
06142,大根のみそ漬は加工済みの漬物で塩分や漬け調味に注意が必要だが少量なら使用可能。,5
10474,蒸したたこを素揚げしたものは良質な魚介たんぱくだが、揚げ油による脂質に注意。,8
06411,ねぎ類は犬に溶血性貧血を引き起こす有害成分を含むため禁忌。,1
11221,鶏もも（皮つき）は良質なタンパク源でレシピ素材として適切。脂肪量には配慮が必要。,9
17078,乾燥パセリは香り付けや少量の栄養補助として使用できる香草。,8
15107,寒天ベースのゼリーキャンデーは加工食品で甘味・添加物が中心のため主素材には不向き。,5
11206,鴨（あひる）肉は良質なタンパク源だが脂肪が高めのため使用量に注意が必要。,8
06031,ゆでたおかひじきは海藻様の野菜で調理済みのため扱いやすく利用可能。,8
07183,乾燥した果実類と推定され、果実部は少量であれば素材として使用可能（品目により取扱注意）。,7
11292,チキンナゲットは加工食品で衣や添加物、調味料が含まれるため素材としては不向き。,3
10041,いぼだい（生）は魚類の良質なタンパク源でレシピ素材として適切。,9
17066,山椒は刺激性の香辛料で消化器に刺激を与える可能性があるため注意が必要,3
08054,きくらげは毒性がなく食物繊維が豊富で犬の素材として適している,8
06185,トマトジュースはトマト由来で問題なく、食塩は少量前提で使用可能,7
04041,がんもどきは大豆製品の加工品でタンパク源になり得るが加工度が高い,5
06144,つまみな（葉）は葉物野菜として消化に良く犬のレシピ素材として適切,8
02060,でん粉めん（ゆで）は炭水化物源として使えるが加工食品である,6
10243,ぶり（はまち）は良質な魚のタンパク源で犬に適した素材,9
14001,オリーブ油は良質な脂肪源で犬のレシピ素材として適している,9
10163,しめさばは調理済みの加工魚で塩分や加工があるため注意が必要,4
06078,くわいはデンプン質の野菜で加熱調理すれば犬の素材として使える,7
11222,鶏もも（焼き）は良質なタンパク源だが皮付きの脂質に注意,9
06367,大根おろしは消化を助ける野菜で犬のレシピ素材として適している,8
10422,焼き干しのとびうおは出汁や風味付けに使える安全な魚類加工品,8
11031,牛かた（生）は良質な赤身肉で犬のレシピ素材として理想的,10
11274,牛の横隔膜は良質な肉質でタンパク源として適している,9
06205,にがうり（ゴーヤ）は苦味が強く嗜好性の差があるため注意は必要,6
03025,水あめは糖類の加工品で少量なら使えるが加工度が高い,5
10451,水煮のまぐろ赤身は良質なタンパク源で保存性も高く使いやすい,9
15168,あんパンは砂糖や加工度が高い菓子類で素材としては慎重に扱うべき,4
10467,アルゼンチンあかえびは良質な魚介のタンパク源だが殻除去や調理が前提,8
08023,食用のきのこ類で、栄養価があり犬のレシピ素材として適している,8
01036,小麦製品のパンで可消化の炭水化物源だが加工品のため使用量に注意が必要,6
15009,甘味のある焼き菓子で少量なら問題ないが加工度が高く主原料向けではない,5
14004,精製された植物油で良質な脂質源として利用しやすい,9
06030,緑葉の野菜に相当しビタミン・ミネラルが豊富で素材として適する,8
07159,果実でビタミン類を含み少量であれば犬に与えて問題ない,7
07044,柑橘系の果汁飲料は酸味や添加物が含まれることがあり使用は控えめが望ましい,6
01110,調理済みの米製品で消化しやすく犬のレシピに適した炭水化物源,9
11066,牛肉は良質なタンパク源で犬のレシピ素材として理想的,10
10295,貝の身は蛋白源になるが殻や内臓は除去し加熱して使うのが安全,7
04062,発酵大豆製品で旨味があるが塩分が高めなため量に注意が必要,5
10062,小魚は良質な脂質と蛋白を含むが缶詰の調味（塩分・ソース）に注意が必要,8
17059,練りからしは刺激性があり胃腸を刺激する恐れがあるため注意が必要,3
02020,揚げ物のフライドポテトは脂質・塩分が高く加工品として使用は控えめが望ましい,4
06282,山芋類の球芽で可食部は炭水化物源として利用可能で問題は少ない,7
10292,牡蠣は栄養豊富だが生食は食中毒リスクがあるため加熱して使うのが望ましい,6
08015,食用のしめじ類で野菜やきのこの代替として使いやすい,8
11173,加熱済みの豚軟骨はコラーゲン源として消化しやすく利用しやすい,8
10126,サケ・マス類は良質な蛋白と必須脂肪酸を含み犬のレシピに適している,9
11216,鶏もも（皮なし）は低脂肪で良質なタンパク源、犬のレシピに最適,10
07083,酸味や精油成分を含み、濃縮した果汁は消化器に刺激を与えることがあるため注意が必要,5
10051,良質な魚タンパク源。調理時に骨を除去して使用すれば適切,9
11271,加熱済みの赤身牛ももで良質なタンパク源、扱いやすい,10
11211,鳥肉として利用可能だが、小骨の処理が必要,7
02039,緑豆でん粉由来のはるさめは消化しやすい炭水化物源として安全,8
12023,卵は良質なタンパク質だが、素揚げは脂質が増える点に留意,8
